path,artifact_type,classification,reason,item_count,bytes_total,final_selectable
TestProject/reports/figures/vsd_exploration/vsd_002_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_002_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_002_knee_axial.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_005_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_005_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_005_knee_axial.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_006_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_006_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_006_knee_axial.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_010_exclusion.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_010_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_010_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_010_knee_axial.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_014_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_014_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_014_knee_axial.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_bone_profiles.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_hu_histograms.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_lr_validation/vsd_lr_rename_manifest.csv,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_lr_validation/vsd_lr_stl_gallery.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_lr_validation/vsd_lr_verdicts.csv,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_crop_robustness_validation.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z001_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z004_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z009_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z013_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z023_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z027_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z035_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z036_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z042_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z046_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z049_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z050_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z055_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z056_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z057_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z061_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z062_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z063_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z064_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_crop/z_z066_crop_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_bone_profiles_all.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_coronal_views.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_demographics_comparison.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_hu_histograms.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_knee_identification.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_vs_regular_spacing_comparison.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z001_overview.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z001_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z001_separation_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z004_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z009_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z013_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z023_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z027_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z035_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z036_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z042_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z046_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z049_overview.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z049_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z049_separation_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z050_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z055_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z056_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z057_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z061_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z062_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z063_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z064_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z066_overview.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z066_peak_diagnostic.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/z_vsd_exploration/z_z066_separation_test.png,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold0/curves.png,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold0/gate_metrics.csv,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold0/history.csv,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold0/recon_preview.png,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold0/summary.json,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold1/curves.png,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold1/gate_metrics.csv,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold1/history.csv,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold1/recon_preview.png,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold1/summary.json,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold2/curves.png,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold2/gate_metrics.csv,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold2/history.csv,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold2/recon_preview.png,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold2/summary.json,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold3/curves.png,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold3/gate_metrics.csv,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold3/history.csv,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold3/recon_preview.png,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold3/summary.json,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold4/curves.png,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold4/gate_metrics.csv,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold4/history.csv,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold4/recon_preview.png,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/binary-frozen-noaux/fold4/summary.json,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/sweep_summary.csv,report,generated,derived report or documentation,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold0/curves.png,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold0/gate_metrics.csv,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold0/history.csv,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold0/recon_preview.png,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold0/summary.json,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold1/curves.png,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold1/gate_metrics.csv,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold1/history.csv,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold1/recon_preview.png,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold1/summary.json,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold2/curves.png,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold2/gate_metrics.csv,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold2/history.csv,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold2/recon_preview.png,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold2/summary.json,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold3/curves.png,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold3/gate_metrics.csv,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold3/history.csv,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold3/recon_preview.png,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold3/summary.json,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold4/curves.png,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold4/gate_metrics.csv,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold4/history.csv,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold4/recon_preview.png,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/frontend_gate/tsdf-frozen-noaux/fold4/summary.json,report,legacy,legacy TSDF or unversioned target path,,,False
TestProject/reports/manifests/cohort_flow_v1.csv,report,generated,derived report or documentation,,,False
TestProject/reports/manifests/leakage_report_v1.json,report,generated,derived report or documentation,,,False
TestProject/reports/manifests/quantitative_manifest_v1.csv,report,authoritative,foundation contract or canonical manifest,,,True
TestProject/reports/manifests/quantitative_manifest_v1.metadata.json,report,authoritative,foundation contract or canonical manifest,,,True
TestProject/reports/manifests/quantitative_manifest_v1.sha256,report,authoritative,foundation contract or canonical manifest,,,True
TestProject/reports/manifests/tkr_laterality_lps_centroids_v1.csv,report,generated,derived report or documentation,,,False
TestProject/reports/manifests/vsd010_bilateral_coverage_v1.png,report,generated,derived report or documentation,,,False
TestProject/reports/manifests/vsd010_merge_geometry_v1.json,report,generated,derived report or documentation,,,False
TestProject/reports/manifests/vsd_cohort_laterality_intrinsic_v1.csv,report,generated,derived report or documentation,,,False
TestProject/reports/manifests/vsd_cohort_laterality_intrinsic_v1.json,report,generated,derived report or documentation,,,False
TestProject/reports/manifests/vsd_cohort_laterality_multibone_v2.csv,report,generated,derived report or documentation,,,False
TestProject/reports/manifests/vsd_cohort_laterality_multibone_v2.json,report,generated,derived report or documentation,,,False
TestProject/reports/manifests/vsd_focused_ct_stl_target_overlay_v1.csv,report,generated,derived report or documentation,,,False
TestProject/reports/manifests/vsd_focused_ct_stl_target_overlay_v1.json,report,generated,derived report or documentation,,,False
TestProject/reports/manifests/vsd_focused_ct_stl_target_overlay_v1.png,report,generated,derived report or documentation,,,False
TestProject/reports/manifests/vsd_laterality_selected_review_v1.png,report,generated,derived report or documentation,,,False
TestProject/reports/repository_audit/artifact_inventory_metadata_v1.json,report,generated,derived report or documentation,,,False
TestProject/reports/repository_audit/artifact_inventory_summary_v1.csv,report,generated,derived report or documentation,,,False
TestProject/reports/repository_audit/artifact_inventory_v1.csv,report,generated,derived report or documentation,,,False
TestProject/reports/repository_audit/legacy_quarantine_v1.csv,report,generated,derived report or documentation,,,False
TestProject/reports/repository_audit/notebook_parity_v1.json,report,generated,derived report or documentation,,,False
